date,number_of_commits
5/19/2013,0
5/20/2013,1
5/21/2013,4
5/22/2013,7
5/23/2013,8
5/24/2013,6
5/25/2013,13
5/26/2013,2
5/27/2013,8
5/28/2013,1
5/29/2013,4
5/30/2013,6
5/31/2013,8
6/1/2013,1
6/2/2013,2
6/3/2013,0
6/4/2013,8
6/5/2013,11
6/6/2013,2
6/7/2013,3
6/8/2013,1
6/9/2013,0
6/10/2013,3
6/11/2013,7
6/12/2013,10
6/13/2013,8
6/14/2013,9
6/15/2013,4
6/16/2013,2
6/17/2013,4
6/18/2013,4
6/19/2013,7
6/20/2013,5
6/21/2013,2
6/22/2013,1
6/23/2013,0
6/24/2013,2
6/25/2013,1
6/26/2013,2
6/27/2013,8
6/28/2013,3
6/29/2013,3
6/30/2013,0
7/1/2013,7
7/2/2013,6
7/3/2013,4
7/4/2013,1
7/5/2013,4
7/6/2013,10
7/7/2013,5
7/8/2013,4
7/9/2013,4
7/10/2013,10
7/11/2013,2
7/12/2013,4
7/13/2013,11
7/14/2013,2
7/15/2013,2
7/16/2013,3
7/17/2013,3
7/18/2013,4
7/19/2013,3
7/20/2013,7
7/21/2013,3
7/22/2013,1
7/23/2013,5
7/24/2013,4
7/25/2013,11
7/26/2013,14
7/27/2013,6
7/28/2013,4
7/29/2013,5
7/30/2013,10
7/31/2013,7
8/1/2013,14
8/2/2013,6
8/3/2013,11
8/4/2013,4
8/5/2013,5
8/6/2013,10
8/7/2013,15
8/8/2013,4
8/9/2013,5
8/10/2013,6
8/11/2013,2
8/12/2013,3
8/13/2013,11
8/14/2013,2
8/15/2013,9
8/16/2013,19
8/17/2013,4
8/18/2013,2
8/19/2013,2
8/20/2013,9
8/21/2013,7
8/22/2013,22
8/23/2013,5
8/24/2013,5
8/25/2013,4
8/26/2013,4
8/27/2013,7
8/28/2013,11
8/29/2013,11
8/30/2013,1
8/31/2013,4
9/1/2013,4
9/2/2013,2
9/3/2013,3
9/4/2013,3
9/5/2013,12
9/6/2013,6
9/7/2013,5
9/8/2013,2
9/9/2013,3
9/10/2013,1
9/11/2013,0
9/12/2013,3
9/13/2013,2
9/14/2013,2
9/15/2013,0
9/16/2013,0
9/17/2013,2
9/18/2013,0
9/19/2013,4
9/20/2013,0
9/21/2013,2
9/22/2013,1
9/23/2013,1
9/24/2013,3
9/25/2013,10
9/26/2013,0
9/27/2013,3
9/28/2013,4
9/29/2013,3
9/30/2013,0
10/1/2013,7
10/2/2013,2
10/3/2013,2
10/4/2013,3
10/5/2013,2
10/6/2013,2
10/7/2013,1
10/8/2013,5
10/9/2013,1
10/10/2013,2
10/11/2013,6
10/12/2013,2
10/13/2013,1
10/14/2013,4
10/15/2013,8
10/16/2013,7
10/17/2013,4
10/18/2013,0
10/19/2013,8
10/20/2013,0
10/21/2013,2
10/22/2013,2
10/23/2013,7
10/24/2013,2
10/25/2013,2
10/26/2013,5
10/27/2013,1
10/28/2013,5
10/29/2013,5
10/30/2013,13
10/31/2013,2
11/1/2013,3
11/2/2013,2
11/3/2013,0
11/4/2013,3
11/5/2013,6
11/6/2013,3
11/7/2013,1
11/8/2013,1
11/9/2013,5
11/10/2013,7
11/11/2013,4
11/12/2013,6
11/13/2013,8
11/14/2013,7
11/15/2013,3
11/16/2013,2
11/17/2013,2
11/18/2013,0
11/19/2013,5
11/20/2013,2
11/21/2013,13
11/22/2013,7
11/23/2013,1
11/24/2013,3
11/25/2013,1
11/26/2013,1
11/27/2013,4
11/28/2013,3
11/29/2013,1
11/30/2013,2
12/1/2013,0
12/2/2013,5
12/3/2013,3
12/4/2013,1
12/5/2013,2
12/6/2013,3
12/7/2013,6
12/8/2013,2
12/9/2013,1
12/10/2013,5
12/11/2013,7
12/12/2013,14
12/13/2013,5
12/14/2013,5
12/15/2013,2
12/16/2013,0
12/17/2013,3
12/18/2013,6
12/19/2013,8
12/20/2013,8
12/21/2013,1
12/22/2013,0
12/23/2013,1
12/24/2013,1
12/25/2013,1
12/26/2013,2
12/27/2013,0
12/28/2013,4
12/29/2013,0
12/30/2013,0
12/31/2013,3
1/1/2014,11
1/2/2014,1
1/3/2014,2
1/4/2014,2
1/5/2014,2
1/6/2014,3
1/7/2014,1
1/8/2014,2
1/9/2014,12
1/10/2014,3
1/11/2014,1
1/12/2014,0
1/13/2014,3
1/14/2014,12
1/15/2014,1
1/16/2014,8
1/17/2014,4
1/18/2014,4
1/19/2014,2
1/20/2014,8
1/21/2014,4
1/22/2014,9
1/23/2014,15
1/24/2014,11
1/25/2014,2
1/26/2014,1
1/27/2014,2
1/28/2014,6
1/29/2014,11
1/30/2014,4
1/31/2014,2
2/1/2014,2
2/2/2014,0
2/3/2014,5
2/4/2014,5
2/5/2014,2
2/6/2014,6
2/7/2014,0
2/8/2014,7
2/9/2014,6
2/10/2014,0
2/11/2014,6
2/12/2014,0
2/13/2014,2
2/14/2014,3
2/15/2014,5
2/16/2014,1
2/17/2014,2
2/18/2014,8
2/19/2014,8
2/20/2014,1
2/21/2014,6
2/22/2014,2
2/23/2014,0
2/24/2014,1
2/25/2014,14
2/26/2014,12
2/27/2014,6
2/28/2014,4
3/1/2014,2
3/2/2014,0
3/3/2014,3
3/4/2014,3
3/5/2014,0
3/6/2014,1
3/7/2014,6
3/8/2014,1
3/9/2014,2
3/10/2014,2
3/11/2014,5
3/12/2014,4
3/13/2014,2
3/14/2014,6
3/15/2014,8
3/16/2014,0
3/17/2014,0
3/18/2014,5
3/19/2014,0
3/20/2014,1
3/21/2014,0
3/22/2014,0
3/23/2014,0
3/24/2014,0
3/25/2014,4
3/26/2014,9
3/27/2014,1
3/28/2014,3
3/29/2014,1
3/30/2014,2
3/31/2014,6
4/1/2014,2
4/2/2014,2
4/3/2014,0
4/4/2014,1
4/5/2014,0
4/6/2014,1
4/7/2014,2
4/8/2014,4
4/9/2014,4
4/10/2014,4
4/11/2014,1
4/12/2014,0
4/13/2014,1
4/14/2014,3
4/15/2014,3
4/16/2014,2
4/17/2014,1
4/18/2014,2
4/19/2014,1
4/20/2014,0
4/21/2014,0
4/22/2014,2
4/23/2014,1
4/24/2014,4
4/25/2014,1
4/26/2014,0
4/27/2014,1
4/28/2014,3
4/29/2014,2
4/30/2014,3
5/1/2014,3
5/2/2014,18
5/3/2014,3
5/4/2014,0
5/5/2014,2
5/6/2014,3
5/7/2014,3
5/8/2014,2
5/9/2014,2
5/10/2014,0
5/11/2014,1
5/12/2014,5
5/13/2014,10
5/14/2014,4
5/15/2014,2
5/16/2014,5
5/17/2014,3
5/18/2014,1
5/19/2014,1
5/20/2014,1
5/21/2014,1
5/22/2014,2
5/23/2014,9
5/24/2014,3
5/25/2014,0
5/26/2014,0
5/27/2014,0
5/28/2014,2
5/29/2014,2
5/30/2014,0
5/31/2014,1
6/1/2014,0
6/2/2014,0
6/3/2014,0
6/4/2014,2
6/5/2014,5
6/6/2014,3
6/7/2014,3
6/8/2014,3
6/9/2014,2
6/10/2014,3
6/11/2014,3
6/12/2014,4
6/13/2014,4
6/14/2014,1
6/15/2014,0
6/16/2014,1
6/17/2014,3
6/18/2014,1
6/19/2014,0
6/20/2014,1
6/21/2014,1
6/22/2014,2
6/23/2014,0
6/24/2014,0
6/25/2014,5
6/26/2014,1
6/27/2014,2
6/28/2014,1
6/29/2014,1
6/30/2014,5
7/1/2014,3
7/2/2014,3
7/3/2014,5
7/4/2014,2
7/5/2014,1
7/6/2014,1
7/7/2014,1
7/8/2014,2
7/9/2014,8
7/10/2014,0
7/11/2014,1
7/12/2014,1
7/13/2014,0
7/14/2014,1
7/15/2014,1
7/16/2014,1
7/17/2014,3
7/18/2014,1
7/19/2014,1
7/20/2014,2
7/21/2014,0
7/22/2014,3
7/23/2014,2
7/24/2014,8
7/25/2014,0
7/26/2014,2
7/27/2014,0
7/28/2014,0
7/29/2014,4
7/30/2014,2
7/31/2014,7
8/1/2014,10
8/2/2014,4
8/3/2014,1
8/4/2014,2
8/5/2014,6
8/6/2014,3
8/7/2014,6
8/8/2014,3
8/9/2014,1
8/10/2014,1
8/11/2014,1
8/12/2014,4
8/13/2014,3
8/14/2014,4
8/15/2014,2
8/16/2014,2
8/17/2014,2
8/18/2014,2
8/19/2014,2
8/20/2014,5
8/21/2014,0
8/22/2014,4
8/23/2014,8
8/24/2014,2
8/25/2014,2
8/26/2014,1
8/27/2014,4
8/28/2014,1
8/29/2014,0
8/30/2014,1
8/31/2014,2
9/1/2014,4
9/2/2014,3
9/3/2014,5
9/4/2014,3
9/5/2014,4
9/6/2014,0
9/7/2014,0
9/8/2014,0
9/9/2014,1
9/10/2014,3
9/11/2014,0
9/12/2014,3
9/13/2014,2
9/14/2014,2
9/15/2014,0
9/16/2014,2
9/17/2014,7
9/18/2014,4
9/19/2014,2
9/20/2014,2
9/21/2014,0
9/22/2014,0
9/23/2014,5
9/24/2014,6
9/25/2014,7
9/26/2014,2
9/27/2014,0
9/28/2014,0
9/29/2014,8
9/30/2014,4
10/1/2014,1
10/2/2014,5
10/3/2014,3
10/4/2014,8
10/5/2014,1
10/6/2014,2
10/7/2014,0
10/8/2014,10
10/9/2014,3
10/10/2014,9
10/11/2014,6
10/12/2014,3
10/13/2014,1
10/14/2014,2
10/15/2014,3
10/16/2014,5
10/17/2014,6
10/18/2014,3
10/19/2014,1
10/20/2014,1
10/21/2014,2
10/22/2014,5
10/23/2014,0
10/24/2014,6
10/25/2014,3
10/26/2014,1
10/27/2014,1
10/28/2014,3
10/29/2014,4
10/30/2014,2
10/31/2014,0
11/1/2014,2
11/2/2014,0
11/3/2014,4
11/4/2014,2
11/5/2014,3
11/6/2014,3
11/7/2014,6
11/8/2014,3
11/9/2014,0
11/10/2014,1
11/11/2014,4
11/12/2014,4
11/13/2014,7
11/14/2014,3
11/15/2014,6
11/16/2014,1
11/17/2014,1
11/18/2014,4
11/19/2014,2
11/20/2014,2
11/21/2014,6
11/22/2014,1
11/23/2014,1
11/24/2014,2
11/25/2014,0
11/26/2014,2
11/27/2014,7
11/28/2014,4
11/29/2014,3
11/30/2014,0
12/1/2014,1
12/2/2014,4
12/3/2014,13
12/4/2014,7
12/5/2014,7
12/6/2014,2
12/7/2014,3
12/8/2014,3
12/9/2014,16
12/10/2014,13
12/11/2014,9
12/12/2014,2
12/13/2014,2
12/14/2014,0
12/15/2014,1
12/16/2014,5
12/17/2014,4
12/18/2014,2
12/19/2014,2
12/20/2014,6
12/21/2014,2
12/22/2014,0
12/23/2014,1
12/24/2014,5
12/25/2014,0
12/26/2014,1
12/27/2014,0
12/28/2014,0
12/29/2014,0
12/30/2014,8
12/31/2014,1
1/1/2015,3
1/2/2015,3
1/3/2015,6
1/4/2015,1
1/5/2015,2
1/6/2015,1
1/7/2015,1
1/8/2015,31
1/9/2015,8
1/10/2015,14
1/11/2015,17
1/12/2015,11
1/13/2015,25
1/14/2015,38
1/15/2015,16
1/16/2015,16
1/17/2015,8
1/18/2015,4
1/19/2015,15
1/20/2015,8
1/21/2015,10
1/22/2015,9
1/23/2015,10
1/24/2015,15
1/25/2015,4
1/26/2015,3
1/27/2015,11
1/28/2015,8
1/29/2015,7
1/30/2015,13
1/31/2015,6
2/1/2015,0
2/2/2015,1
2/3/2015,9
2/4/2015,6
2/5/2015,5
2/6/2015,9
2/7/2015,8
2/8/2015,2
2/9/2015,7
2/10/2015,7
2/11/2015,12
2/12/2015,9
2/13/2015,10
2/14/2015,4
2/15/2015,4
2/16/2015,3
2/17/2015,9
2/18/2015,6
2/19/2015,6
2/20/2015,6
2/21/2015,5
2/22/2015,4
2/23/2015,5
2/24/2015,6
2/25/2015,11
2/26/2015,9
2/27/2015,16
2/28/2015,23
3/1/2015,5
3/2/2015,4
3/3/2015,19
3/4/2015,14
3/5/2015,5
3/6/2015,11
3/7/2015,4
3/8/2015,9
3/9/2015,5
3/10/2015,8
3/11/2015,9
3/12/2015,4
3/13/2015,4
3/14/2015,10
3/15/2015,1
3/16/2015,1
3/17/2015,4
3/18/2015,7
3/19/2015,10
3/20/2015,15
3/21/2015,8
3/22/2015,3
3/23/2015,7
3/24/2015,2
3/25/2015,14
3/26/2015,3
3/27/2015,12
3/28/2015,5
3/29/2015,0
3/30/2015,3
3/31/2015,9
4/1/2015,2
4/2/2015,7
4/3/2015,10
4/4/2015,2
4/5/2015,1
4/6/2015,5
4/7/2015,5
4/8/2015,7
4/9/2015,7
4/10/2015,8
4/11/2015,5
4/12/2015,1
4/13/2015,7
4/14/2015,8
4/15/2015,1
4/16/2015,14
4/17/2015,2
4/18/2015,9
4/19/2015,3
4/20/2015,4
4/21/2015,4
4/22/2015,6
4/23/2015,7
4/24/2015,1
4/25/2015,3
4/26/2015,5
4/27/2015,4
4/28/2015,3
4/29/2015,9
4/30/2015,6
5/1/2015,7
5/2/2015,9
5/3/2015,3
5/4/2015,10
5/5/2015,12
5/6/2015,8
5/7/2015,1
5/8/2015,7
5/9/2015,3
5/10/2015,0
5/11/2015,1
5/12/2015,6
5/13/2015,3
5/14/2015,5
5/15/2015,2
5/16/2015,7
5/17/2015,3
5/18/2015,3
5/19/2015,6
5/20/2015,3
5/21/2015,5
5/22/2015,9
5/23/2015,8
5/24/2015,4
5/25/2015,6
5/26/2015,3
5/27/2015,16
5/28/2015,9
5/29/2015,4
5/30/2015,6
5/31/2015,5
6/1/2015,8
6/2/2015,8
6/3/2015,16
6/4/2015,3
6/5/2015,3
6/6/2015,3
6/7/2015,1
6/8/2015,1
6/9/2015,5
6/10/2015,10
6/11/2015,7
6/12/2015,9
6/13/2015,10
6/14/2015,6
6/15/2015,2
6/16/2015,7
6/17/2015,4
6/18/2015,7
6/19/2015,9
6/20/2015,4
6/21/2015,0
6/22/2015,1
6/23/2015,6
6/24/2015,4
6/25/2015,7
6/26/2015,4
6/27/2015,2
6/28/2015,3
6/29/2015,2
6/30/2015,3
7/1/2015,3
7/2/2015,5
7/3/2015,3
7/4/2015,4
7/5/2015,3
7/6/2015,4
7/7/2015,4
7/8/2015,10
7/9/2015,4
7/10/2015,6
7/11/2015,4
7/12/2015,4
7/13/2015,4
7/14/2015,1
7/15/2015,4
7/16/2015,3
7/17/2015,2
7/18/2015,6
7/19/2015,0
7/20/2015,2
7/21/2015,1
7/22/2015,3
7/23/2015,4
7/24/2015,4
7/25/2015,5
7/26/2015,0
7/27/2015,3
7/28/2015,11
7/29/2015,2
7/30/2015,3
7/31/2015,1
8/1/2015,4
8/2/2015,4
8/3/2015,0
8/4/2015,4
8/5/2015,4
8/6/2015,1
8/7/2015,3
8/8/2015,3
8/9/2015,1
8/10/2015,1
8/11/2015,2
8/12/2015,7
8/13/2015,4
8/14/2015,10
8/15/2015,20
8/16/2015,6
8/17/2015,2
8/18/2015,8
8/19/2015,13
8/20/2015,14
8/21/2015,7
8/22/2015,5
8/23/2015,10
8/24/2015,4
8/25/2015,8
8/26/2015,13
8/27/2015,7
8/28/2015,10
8/29/2015,5
8/30/2015,3
8/31/2015,7
9/1/2015,2
9/2/2015,6
9/3/2015,8
9/4/2015,4
9/5/2015,10
9/6/2015,0
9/7/2015,5
9/8/2015,6
9/9/2015,4
9/10/2015,10
9/11/2015,5
9/12/2015,6
9/13/2015,8
9/14/2015,3
9/15/2015,8
9/16/2015,8
9/17/2015,10
9/18/2015,7
9/19/2015,3
9/20/2015,3
9/21/2015,4
9/22/2015,5
9/23/2015,10
9/24/2015,6
9/25/2015,3
9/26/2015,6
9/27/2015,10
9/28/2015,7
9/29/2015,3
9/30/2015,8
10/1/2015,3
10/2/2015,5
10/3/2015,3
10/4/2015,4
10/5/2015,1
10/6/2015,14
10/7/2015,16
10/8/2015,12
10/9/2015,8
10/10/2015,10
10/11/2015,2
10/12/2015,4
10/13/2015,10
10/14/2015,8
10/15/2015,5
10/16/2015,7
10/17/2015,2
10/18/2015,1
10/19/2015,2
10/20/2015,9
10/21/2015,10
10/22/2015,8
10/23/2015,4
10/24/2015,6
10/25/2015,2
10/26/2015,7
10/27/2015,4
10/28/2015,8
10/29/2015,10
10/30/2015,8
10/31/2015,2
11/1/2015,2
11/2/2015,4
11/3/2015,7
11/4/2015,12
11/5/2015,25
11/6/2015,10
11/7/2015,6
11/8/2015,1
11/9/2015,4
11/10/2015,12
11/11/2015,14
11/12/2015,10
11/13/2015,8
11/14/2015,4
11/15/2015,4
11/16/2015,3
11/17/2015,9
11/18/2015,3
11/19/2015,5
11/20/2015,6
11/21/2015,10
11/22/2015,7
11/23/2015,3
11/24/2015,7
11/25/2015,11
11/26/2015,7
11/27/2015,3
11/28/2015,2
11/29/2015,1
11/30/2015,2
12/1/2015,7
12/2/2015,6
12/3/2015,8
12/4/2015,14
12/5/2015,4
12/6/2015,7
12/7/2015,1
12/8/2015,15
12/9/2015,3
12/10/2015,8
12/11/2015,3
12/12/2015,6
12/13/2015,3
12/14/2015,2
12/15/2015,9
12/16/2015,5
12/17/2015,11
12/18/2015,8
12/19/2015,1
12/20/2015,5
12/21/2015,4
12/22/2015,3
12/23/2015,6
12/24/2015,7
12/25/2015,1
12/26/2015,5
12/27/2015,11
12/28/2015,3
12/29/2015,8
12/30/2015,6
12/31/2015,8
1/1/2016,2
1/2/2016,2
1/3/2016,3
1/4/2016,4
1/5/2016,7
1/6/2016,4
1/7/2016,4
1/8/2016,9
1/9/2016,9
1/10/2016,3
1/11/2016,8
1/12/2016,13
1/13/2016,11
1/14/2016,10
1/15/2016,6
1/16/2016,6
1/17/2016,1
1/18/2016,6
1/19/2016,10
1/20/2016,8
1/21/2016,11
1/22/2016,18
1/23/2016,2
1/24/2016,3
1/25/2016,6
1/26/2016,16
1/27/2016,10
1/28/2016,10
1/29/2016,10
1/30/2016,14
1/31/2016,32
2/1/2016,9
2/2/2016,4
2/3/2016,8
2/4/2016,11
2/5/2016,11
2/6/2016,15
2/7/2016,2
2/8/2016,8
2/9/2016,20
2/10/2016,13
2/11/2016,10
2/12/2016,8
2/13/2016,5
2/14/2016,8
2/15/2016,9
2/16/2016,10
2/17/2016,13
2/18/2016,6
2/19/2016,15
2/20/2016,8
2/21/2016,6
2/22/2016,8
2/23/2016,16
2/24/2016,9
2/25/2016,11
2/26/2016,3
2/27/2016,11
2/28/2016,6
2/29/2016,5
3/1/2016,9
3/2/2016,6
3/3/2016,15
3/4/2016,10
3/5/2016,3
3/6/2016,2
3/7/2016,2
3/8/2016,6
3/9/2016,12
3/10/2016,7
3/11/2016,4
3/12/2016,11
3/13/2016,4
3/14/2016,10
3/15/2016,7
3/16/2016,10
3/17/2016,6
3/18/2016,8
3/19/2016,5
3/20/2016,6
3/21/2016,4
3/22/2016,11
3/23/2016,9
3/24/2016,11
3/25/2016,4
3/26/2016,4
3/27/2016,6
3/28/2016,3
3/29/2016,7
3/30/2016,4
3/31/2016,10
4/1/2016,10
4/2/2016,13
4/3/2016,5
4/4/2016,3
4/5/2016,11
4/6/2016,14
4/7/2016,8
4/8/2016,6
4/9/2016,10
4/10/2016,3
4/11/2016,1
4/12/2016,6
4/13/2016,11
4/14/2016,5
4/15/2016,13
4/16/2016,16
4/17/2016,0
4/18/2016,5
4/19/2016,16
4/20/2016,11
4/21/2016,16
4/22/2016,8
4/23/2016,4
4/24/2016,1
4/25/2016,6
4/26/2016,19
4/27/2016,10
4/28/2016,9
4/29/2016,8
4/30/2016,7
5/1/2016,12
5/2/2016,6
5/3/2016,18
5/4/2016,5
5/5/2016,20
5/6/2016,8
5/7/2016,2
5/8/2016,8
5/9/2016,13
5/10/2016,11
5/11/2016,11
5/12/2016,8
5/13/2016,11
5/14/2016,9
5/15/2016,6
5/16/2016,5
5/17/2016,21
5/18/2016,14
5/19/2016,7
5/20/2016,3
5/21/2016,18
5/22/2016,1
5/23/2016,4
5/24/2016,20
5/25/2016,5
5/26/2016,8
5/27/2016,14
5/28/2016,13
5/29/2016,5
5/30/2016,9
5/31/2016,7
6/1/2016,17
6/2/2016,7
6/3/2016,11
6/4/2016,6
6/5/2016,5
6/6/2016,4
6/7/2016,6
6/8/2016,13
6/9/2016,8
6/10/2016,9
6/11/2016,2
6/12/2016,3
6/13/2016,4
6/14/2016,2
6/15/2016,4
6/16/2016,3
6/17/2016,4
6/18/2016,3
6/19/2016,6
6/20/2016,1
6/21/2016,3
6/22/2016,17
6/23/2016,15
6/24/2016,13
6/25/2016,5
6/26/2016,4
6/27/2016,1
6/28/2016,2
6/29/2016,30
6/30/2016,17
7/1/2016,5
7/2/2016,3
7/3/2016,1
7/4/2016,4
7/5/2016,5
7/6/2016,4
7/7/2016,9
7/8/2016,19
7/9/2016,5
7/10/2016,3
7/11/2016,1
7/12/2016,2
7/13/2016,16
7/14/2016,12
7/15/2016,5
7/16/2016,7
7/17/2016,5
7/18/2016,7
7/19/2016,2
7/20/2016,18
7/21/2016,8
7/22/2016,8
7/23/2016,6
7/24/2016,5
7/25/2016,1
7/26/2016,6
7/27/2016,4
7/28/2016,5
7/29/2016,1
7/30/2016,1
7/31/2016,1
8/1/2016,3
8/2/2016,6
8/3/2016,5
8/4/2016,11
8/5/2016,5
8/6/2016,7
8/7/2016,6
8/8/2016,4
8/9/2016,5
8/10/2016,8
8/11/2016,9
8/12/2016,6
8/13/2016,5
8/14/2016,4
8/15/2016,7
8/16/2016,7
8/17/2016,11
8/18/2016,8
8/19/2016,19
8/20/2016,10
8/21/2016,5
8/22/2016,3
8/23/2016,5
8/24/2016,10
8/25/2016,5
8/26/2016,6
8/27/2016,13
8/28/2016,6
8/29/2016,2
8/30/2016,8
8/31/2016,9
9/1/2016,3
9/2/2016,8
9/3/2016,5
9/4/2016,1
9/5/2016,6
9/6/2016,5
9/7/2016,5
9/8/2016,0
9/9/2016,7
9/10/2016,14
9/11/2016,7
9/12/2016,4
9/13/2016,4
9/14/2016,10
9/15/2016,7
9/16/2016,11
9/17/2016,41
9/18/2016,10
9/19/2016,4
9/20/2016,7
9/21/2016,9
9/22/2016,15
9/23/2016,10
9/24/2016,6
9/25/2016,7
9/26/2016,10
9/27/2016,12
9/28/2016,10
9/29/2016,8
9/30/2016,7
10/1/2016,9
10/2/2016,6
10/3/2016,4
10/4/2016,5
10/5/2016,4
10/6/2016,8
10/7/2016,4
10/8/2016,4
10/9/2016,4
10/10/2016,8
10/11/2016,6
10/12/2016,19
10/13/2016,13
10/14/2016,5
10/15/2016,5
10/16/2016,4
10/17/2016,6
10/18/2016,10
10/19/2016,16
10/20/2016,13
10/21/2016,8
10/22/2016,5
10/23/2016,3
